Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Aircraft_Category,Registration_Number,Make,Model,Amateur_Built,Number_Of_Engines,Engine_Type,Far_Description,Schedule,Purpose_Of_Flight,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_Of_Flight,Report_Status,Publication_Date,Total_Passengers,Fatal_Injury_Proportion,Uninjured_Proportion
20001213X32702,Incident,FTW88IA037,1987-12-03,"HOUSTON, TX",United States,,,IAH,HOUSTON INTERCONTINENTAL,Incident,Minor,,N571PE,Boeing,727-243,No,3.0,Turbo Fan,,SCHD,Unknown,(dba: Continental Airlines),0.0,0.0,0.0,87.0,VMC,Approach,Probable Cause,28-11-1989,87.0,0.0,1.0
20001213X32769,Accident,NYC88FA050,1987-12-05,"DEPTFORD, NJ",United States,,,PHL,PHILADELPHIA INTL,Non-Fatal,Substantial,,N319AU,Boeing,737-2B7,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,67.0,VMC,Climb,Probable Cause,24-02-1989,67.0,0.0,1.0
20001213X32727,Accident,MIA88FA058,1987-12-09,"COLUMBUS, MS",United States,,,GIR,GOLDEN TRIANGLE REGIONAL,Non-Fatal,Substantial,,N232AS,Embraer,EMB-120,No,2.0,Turbo Prop,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,14-02-1989,2.0,0.0,1.0
20001213X32759,Accident,MKC88FA028B,1987-12-15,"KANSAS CITY, MO",United States,,,MCI,KANSAS CITY INTERNATIONAL,Non-Fatal,Minor,,N8866E,Boeing,727-225A,No,3.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,90.0,VMC,Takeoff,Probable Cause,08-08-1989,90.0,0.0,1.0
20001213X32749,Accident,MIA88LA075B,1987-12-26,SAN JUAN,Puerto Rico,,,SJU,LUIS MUNIZ MARIN INT'L,Non-Fatal,Minor,,N893AA,Boeing,727-223,No,3.0,Turbo Fan,,SCHD,Unknown,"American Airlines, Inc.",0.0,0.0,0.0,200.0,VMC,Standing,Probable Cause,24-02-1989,200.0,0.0,1.0
20001213X32749,Accident,MIA88LA075A,1987-12-26,SAN JUAN,Puerto Rico,,,SJU,LUIS MUNIZ MARIN INT'L,Non-Fatal,Substantial,,N705AA,Boeing,727-200,No,3.0,Turbo Fan,,SCHD,Unknown,"American Airlines, Inc.",0.0,0.0,0.0,200.0,VMC,Taxi,Probable Cause,24-02-1989,200.0,0.0,1.0
20001213X32732,Incident,MIA88IA072,1987-12-27,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Incident,Minor,,N54344,Boeing,727-231,No,3.0,Turbo Fan,,SCHD,Unknown,Trans World Airlines (dba: Twa),0.0,0.0,0.0,131.0,VMC,Taxi,Probable Cause,10-07-1989,131.0,0.0,1.0
20001213X24865,Incident,CHI88IA040,1988-01-09,"MINNEAPOLIS, MN",United States,,,,,Incident,,,N618US,Boeing,747-251F,No,4.0,Turbo Fan,,SCHD,Unknown,Northwest Airlines,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,25-01-1990,3.0,0.0,1.0
20001213X24955,Accident,MIA88WA085,1988-01-13,"BOGOTA, COLOMBIA",Colombia,,,,,Non-Fatal,Substantial,,N707HE,Boeing,707-330C,No,4.0,Unknown,,NSCH,,,0.0,0.0,0.0,3.0,IMC,,Foreign,06-02-1995,3.0,0.0,1.0
20001213X24862,Accident,CHI88FA048,1988-01-19,"CHICAGO, IL",United States,,,,,Non-Fatal,,,N306AA,Boeing,767-200,No,2.0,Turbo Fan,,SCHD,Unknown,American Airlines,0.0,1.0,1.0,145.0,UNK,Descent,Probable Cause,07-11-1989,147.0,0.0,0.9863945578231292
20001213X24850,Accident,ATL88LA084,1988-01-25,"BLOCK ISLAND, RI",United States,,,,,Non-Fatal,,,N117DL,Boeing,767-332,No,2.0,Turbo Fan,,SCHD,Unknown,"Delta Air Lines, Inc. (dba: Delta Air Lines)",0.0,1.0,3.0,151.0,VMC,Descent,Probable Cause,13-03-1989,155.0,0.0,0.9741935483870968
20001213X25026,Incident,CHI88IA073A,1988-02-19,"CHICAGO, IL",United States,,,ORD,CHICAGO-O'HARE INTL,Incident,,,N635US,Boeing,747-227B,No,4.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,297.0,VMC,Takeoff,Probable Cause,18-06-1990,297.0,0.0,1.0
20001213X25295,Accident,MIA88FA122,1988-03-03,"MIAMI, FL",United States,,,MIA,MIAMI INT'L,Non-Fatal,Substantial,,LVOOZ,Boeing,747-200,No,4.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,349.0,VMC,Landing,Probable Cause,08-08-1989,349.0,0.0,1.0
20001213X25196,Incident,ATL88IA107,1988-03-09,"ATLANTA, GA",United States,,,ATL,WILLIAM B HARTSFIELD INTL,Incident,Minor,,N310DA,Boeing,737-232,No,2.0,Turbo Fan,,SCHD,Unknown,"Delta Air Lines, Inc. (dba: Delta Air Lines)",0.0,0.0,0.0,26.0,VMC,Taxi,Probable Cause,25-01-1990,26.0,0.0,1.0
20001213X25197,Incident,ATL88IA108B,1988-03-10,"GREENSBORO, NC",United States,,,,,Incident,,,N432PE,Boeing,737,No,2.0,Turbo Fan,,SCHD,Unknown,"Continental Airlines (dba: Texas Int'l Airlines, Inc.)",0.0,0.0,0.0,159.0,VMC,Maneuvering,Probable Cause,18-07-1990,159.0,0.0,1.0
20001213X25197,Incident,ATL88IA108A,1988-03-10,"GREENSBORO, NC",United States,,,,,Incident,,,N13331,Boeing,737,No,2.0,Turbo Fan,,SCHD,Unknown,"Continental Airlines (dba: Texas Int'l Airlines, Inc.)",0.0,0.0,0.0,159.0,VMC,Maneuvering,Probable Cause,18-07-1990,159.0,0.0,1.0
20001213X25328,Incident,NYC88IA109A,1988-03-18,"MORRISTOWN, NJ",United States,,,,,Incident,,,N69348,Boeing,737,No,2.0,Turbo Fan,,SCHD,Unknown,Continental Airlines,0.0,0.0,0.0,123.0,VMC,Climb,Probable Cause,16-01-1990,123.0,0.0,1.0
20001213X25347,Incident,SEA88IA065,1988-03-20,"PORTLAND, OR",United States,,,PDX,PORTLAND INTL,Incident,Minor,,N515DA,Boeing,727-232,No,3.0,Turbo Fan,,SCHD,Unknown,"Delta Air Lines, Inc. (dba: Delta Air Lines)",0.0,0.0,0.0,78.0,VMC,Descent,Probable Cause,25-01-1990,78.0,0.0,1.0
20001213X25329,Incident,NYC88IA112,1988-03-22,"PROVIDENCE, RI",United States,,,,,Incident,,,N628DL,Boeing,757,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,99.0,VMC,Climb,Probable Cause,25-01-1990,99.0,0.0,1.0
20001213X25233,Incident,CHI88IA081,1988-03-24,"CIMARRON, NM",United States,,,,,Incident,,,N308AA,Boeing,767-200,No,2.0,Turbo Fan,,SCHD,Unknown,American Airlines,0.0,0.0,3.0,208.0,VMC,Cruise,Probable Cause,25-01-1990,211.0,0.0,0.985781990521327
20001213X25234,Incident,CHI88IA088,1988-03-27,"DETROIT, MI",United States,,,DTW,DETROIT,Incident,,,N277US,Boeing,727-251,No,3.0,Turbo Fan,,SCHD,Unknown,Northwest Airlines,0.0,0.0,24.0,131.0,VMC,Taxi,Probable Cause,25-01-1990,155.0,0.0,0.8451612903225807
20001213X25510,Accident,MIA88FA138,1988-04-03,"SARASOTA, FL",United States,,,SRQ,SARASOTA-BRADENTON,Non-Fatal,,,N88703,Boeing,727-224,No,3.0,Turbo Fan,,SCHD,Unknown,Continental Airlines,0.0,1.0,0.0,144.0,VMC,Standing,Probable Cause,13-03-1989,145.0,0.0,0.993103448275862
20001213X25469,Accident,FTW88DRG08,1988-04-03,"FISHER, TX",United States,,,34TS,CANYON LAKE,Non-Fatal,Substantial,,N75031,Boeing,STEARMAN-E-75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,26-07-1989,1.0,0.0,1.0
20001213X25382,Incident,ATL88IA139,1988-04-11,"ATLANTA, GA",United States,,,ATL,WILLIAM B. HARTSFIELD,Incident,Minor,,N889Z,Boeing,727-225A,No,3.0,Turbo Fan,,SCHD,Unknown,Eastern Airlines Inc (dba: Eastern Airlines),0.0,0.0,0.0,83.0,VMC,Standing,Probable Cause,25-01-1990,83.0,0.0,1.0
20001213X25571,Incident,SEA88IA074,1988-04-13,"PORTLAND, OR",United States,,,PDX,PORTLAND INTNL,Incident,Minor,,N291AS,Boeing,727-290,No,3.0,Turbo Fan,,SCHD,Unknown,"Alaska Airlines, Inc.",0.0,0.0,0.0,98.0,VMC,Taxi,Probable Cause,25-01-1990,98.0,0.0,1.0
20001213X25471,Incident,FTW88IA090,1988-04-13,"WICHITA FALLS, TX",United States,,,SPS,SHEPPARD AFB/WICHITAFALLS,Incident,Minor,,N905FB,Embraer,EMB-110P1,No,2.0,Turbo Prop,,SCHD,Unknown,,0.0,0.0,0.0,10.0,VMC,Takeoff,Probable Cause,11-06-1990,10.0,0.0,1.0
20001213X25385,Incident,ATL88IA147,1988-04-17,"CLEVELAND, OH",United States,,,CLE,CLEVELAND INT'L ARPT,Incident,Minor,,N433PE,Boeing,737-200,No,2.0,Turbo Fan,,SCHD,Unknown,Continental Airlines Corp. (dba: Texas Int'l Airlines Inc.),0.0,0.0,2.0,106.0,VMC,Approach,Probable Cause,25-01-1990,108.0,0.0,0.9814814814814815
20001213X25439,Accident,DCA88MA054,1988-04-28,"MAUI, HI",United States,,,,,Fatal(1),Substantial,,N73711,Boeing,737-297,No,2.0,Turbo Fan,,SCHD,Unknown,,1.0,7.0,57.0,30.0,VMC,Cruise,Probable Cause,25-06-1990,95.0,0.010526315789473684,0.3157894736842105
20001213X25692,Incident,FTW88IA097,1988-05-09,"DETROIT, MI",United States,,,,,Incident,Minor,,N800AA,Boeing,727-223,No,3.0,Turbo Jet,,SCHD,Unknown,,0.0,0.0,0.0,112.0,VMC,Climb,Probable Cause,11-06-1990,112.0,0.0,1.0
20001213X25642,Accident,CHI88FA110,1988-05-09,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE,Non-Fatal,Substantial,,GAWND,Boeing,747-136,No,4.0,Turbo Fan,,SCHD,Unknown,British Airways (dba: British Airways),0.0,0.0,0.0,304.0,VMC,Approach,Probable Cause,25-06-1990,304.0,0.0,1.0
20001213X25644,Incident,CHI88IA111,1988-05-11,"DETROIT, MI",United States,,,,,Incident,,,N9014U,Boeing,737-222,No,2.0,Turbo Fan,,SCHD,Unknown,United Airlines,0.0,0.0,0.0,41.0,VMC,Cruise,Probable Cause,25-01-1990,41.0,0.0,1.0
20001213X25725,Accident,LAX88LA178,1988-05-11,"SACRAMENTO, CA",United States,,,SAC,SACRAMENTO EXECUTIVE,Non-Fatal,Substantial,,N747JR,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,14-04-1989,2.0,0.0,1.0
20001213X25758,Accident,MIA88LA169,1988-05-13,"MIAMI, FL",United States,,,MIA,MIAMI INT'L,Non-Fatal,,,HI468,Boeing,HP-B-377,No,4.0,Reciprocating,,NSCH,Unknown,Aerochago Airline S.a.,0.0,1.0,0.0,2.0,VMC,Takeoff,Probable Cause,08-08-1989,3.0,0.0,0.6666666666666666
20001213X25751,Incident,MIA88IA176B,1988-05-23,NEAR SAN JUAN,,,,,,Incident,,,N727AA,Boeing,727,No,3.0,Turbo Fan,,SCHD,Unknown,American Airlines,0.0,0.0,0.0,286.0,VMC,Cruise,Probable Cause,16-01-1990,286.0,0.0,1.0
20001213X25751,Incident,MIA88IA176A,1988-05-23,NEAR SAN JUAN,,,,,,Incident,,,N209PA,Airbus,A-300,No,2.0,Turbo Fan,,SCHD,Unknown,Pan American World Airways,0.0,0.0,0.0,286.0,VMC,Cruise,Probable Cause,16-01-1990,286.0,0.0,1.0
20001213X25693,Incident,FTW88IA109,1988-05-24,"NEW ORLEANS, LA",United States,,,,,Incident,Minor,,N75356,Boeing,737-3T0,No,2.0,Turbo Fan,,SCHD,Unknown,Taca International Airlines,0.0,0.0,0.0,45.0,VMC,Descent,Probable Cause,25-03-1991,45.0,0.0,1.0
20001213X25662,Accident,DCA88MA059,1988-05-24,"LAWTON, OK",United States,,,LAW,LAWTON MUNIC,Non-Fatal,Destroyed,,N65DA,Embraer,EMB-110P,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Asa),0.0,2.0,6.0,0.0,VMC,Takeoff,Probable Cause,29-12-1989,8.0,0.0,0.0
20001213X25911,Incident,DCA88IA060,1988-06-01,"JAMAICA, NY",United States,,,JFK,J. F. KENNEDY INT'L,Incident,Minor,,SXOAB,Boeing,747-200,No,4.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,157.0,IMC,Approach,Probable Cause,25-06-1990,157.0,0.0,1.0
20001213X26064,Accident,NYC88LA164,1988-06-11,"MARLBORO, NJ",United States,,,2N8,MARLBORO,Non-Fatal,Substantial,,N2313,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-12-1989,1.0,0.0,1.0
20001213X26073,Incident,SEA88IA108,1988-06-12,"SEATTLE, WA",United States,,,SEA,SEATTLE-TACOMA INT'L.,Incident,Minor,,N308AS,Boeing,727-200,No,3.0,Turbo Fan,,SCHD,Unknown,"Alaska Airlines, Inc.",0.0,0.0,7.0,81.0,VMC,Landing,Probable Cause,07-06-1989,88.0,0.0,0.9204545454545454
20001213X25883,Accident,BFO88LA061,1988-06-26,"SALISBURY, MD",United States,,,,,Non-Fatal,,,N9040U,Boeing,737,No,2.0,Turbo Fan,,SCHD,Unknown,United Airlines (dba: United Airlines),0.0,1.0,0.0,106.0,VMC,Descent,Probable Cause,16-01-1990,107.0,0.0,0.9906542056074766
20001213X26169,Incident,CHI88IA159,1988-07-06,"INDIANAPOLIS, IN",United States,,,,INDIANAPOLIS INT'L,Incident,,,N409PE,Boeing,737-130,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,36.0,VMC,Descent,Probable Cause,11-06-1990,36.0,0.0,1.0
20001213X26238,Incident,FTW88IA129,1988-07-09,"ABILENE, TX",United States,,,ABI,MUNICIPAL,Incident,Minor,,N91DA,Embraer,EMB-110P1,No,2.0,Turbo Prop,,SCHD,Unknown,,0.0,0.0,0.0,10.0,VMC,Landing,Probable Cause,25-01-1990,10.0,0.0,1.0
20001213X26324,Accident,MKC88DCG01,1988-07-09,"NEOSHO, MO",United States,,,EOS,NEOSHO MEMORIAL,Non-Fatal,Substantial,,N450LR,Boeing,75A,No,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,10-07-1989,2.0,0.0,0.0
20001213X26163,Accident,CHI88FA163,1988-07-11,"ST PAUL, MN",United States,,,MSP,MINNEAPOLIS - ST PAUL,Non-Fatal,Substantial,,N254US,Boeing,727,No,3.0,Turbo Fan,,SCHD,Unknown,Northwest Airlines,0.0,0.0,0.0,93.0,VMC,Taxi,Probable Cause,18-07-1990,93.0,0.0,1.0
20001213X26216,Accident,DEN88LA159,1988-07-15,"GALLUP, NM",United States,,,GUP,GALLUP,Non-Fatal,Substantial,,N772WM,Boeing,A75N1,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,08-08-1989,1.0,0.0,1.0
20001213X26302,Incident,MIA88IA231,1988-07-24,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Incident,Minor,,N69AF,Boeing,737-222,No,2.0,Turbo Fan,,SCHD,Unknown,Pan American World Airways (dba: Pan Am),0.0,0.0,0.0,85.0,VMC,Takeoff,Probable Cause,25-01-1990,85.0,0.0,1.0
20001213X26239,Incident,FTW88IA141,1988-07-26,"KENTON, DE",United States,,,ILG,,Incident,Minor,,N14336,Boeing,737-300,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,50.0,IMC,Descent,Probable Cause,20-10-1992,50.0,0.0,1.0
20001213X26200,Incident,DEN88IA167,1988-07-26,"DENVER, CO",United States,,,DEN,STAPLETON INT'L,Incident,Minor,,N1973,Boeing,727-100,No,3.0,Turbo Fan,,NSCH,Unknown,Connie Kallitta Services,0.0,0.0,0.0,5.0,VMC,Taxi,Probable Cause,03-10-1989,5.0,0.0,1.0
20001213X26167,Accident,CHI88FA183,1988-07-31,"WONDER LAKE, IL",United States,,,10C,GALT,Non-Fatal,Substantial,,N4408N,Boeing,B75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,28-11-1989,1.0,0.0,1.0
20001213X26646,Accident,MKC88FA154,1988-08-10,"LITTLE ROCK, AR",United States,,,LIT,LITTLE ROCK,Non-Fatal,,,N9060U,Boeing,737-222,No,2.0,Turbo Fan,,SCHD,Unknown,United Airlines,0.0,5.0,5.0,97.0,VMC,Takeoff,Probable Cause,16-01-1990,107.0,0.0,0.9065420560747663
20001213X26691,Accident,NYC88LA221,1988-08-18,"WELLSVILLE, PA",United States,,,ELZ,WELLSVILLE,Non-Fatal,Substantial,,N7772J,Boeing,A75N1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,04-01-1990,1.0,0.0,1.0
20001213X26437,Accident,ATL88FA239,1988-08-26,"CHARLESTON, SC",United States,,,,,Non-Fatal,,,N120DL,Boeing,767,No,2.0,Turbo Fan,,SCHD,Unknown,Delta Airlines Inc.,0.0,1.0,9.0,55.0,VMC,Cruise,Probable Cause,04-01-1990,65.0,0.0,0.8461538461538461
20001213X26494,Accident,CHI88FA223,1988-08-27,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE,Non-Fatal,Substantial,,N852TW,Boeing,727-31,No,3.0,Turbo Fan,,SCHD,Unknown,Trans World Airlines (dba: Trans World Airlines),0.0,0.0,7.0,61.0,VMC,Approach,Probable Cause,09-07-1990,68.0,0.0,0.8970588235294118
20001213X26441,Incident,ATL88IA241,1988-08-30,"SAVANNAH, GA",United States,,,,,Incident,,,N353AU,Boeing,737-387,No,2.0,Turbo Fan,,SCHD,Unknown,Usair,0.0,0.0,13.0,81.0,UNK,Cruise,Probable Cause,25-01-1990,94.0,0.0,0.8617021276595744
20001213X26528,Accident,DCA88MA072,1988-08-31,"DALLAS/FT WORTH, TX",United States,,,DFW,DALLAS/FT. WORTH INTL,Fatal(14),Destroyed,,N473DA,Boeing,727-232,No,3.0,Turbo Fan,,SCHD,Unknown,,14.0,26.0,50.0,18.0,VMC,Takeoff,Probable Cause,24-04-1990,108.0,0.12962962962962962,0.16666666666666666
20001213X26783,Accident,CHI88FA233,1988-09-09,"MINNEAPOLIS, MN",United States,,,MSP,MINNEAPOLIS/ST.PAUL INTL,Non-Fatal,Substantial,,N729RW,Boeing,727-200,No,3.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,71.0,VMC,Taxi,Probable Cause,31-01-1990,71.0,0.0,1.0
20001213X26909,Incident,NYC88IA246,1988-09-21,"Georgetown, Guyana",Guyana,,,,,Incident,,,N9674,Boeing,747-100,No,4.0,Turbo Jet,,SCHD,Unknown,,0.0,0.0,10.0,221.0,IMC,Cruise,Probable Cause,11-06-1990,231.0,0.0,0.9567099567099567
20001213X26834,Incident,FTW88IA165,1988-09-21,"DFW AIRPORT, TX",United States,,,DFW,DFW REG.,Incident,Minor,,N710AA,Boeing,727-200,No,3.0,Turbo Fan,,SCHD,Unknown,"American Airlines, Inc.",0.0,0.0,4.0,84.0,VMC,Approach,Probable Cause,11-06-1990,88.0,0.0,0.9545454545454546
20001213X26803,Accident,DCA88RA108,1988-09-29,"ALAJUELA, COSTA RICA",Costa Rica,,,,JUAN SANTAMARIA INTL,Non-Fatal,Substantial,,N523EA,Boeing,757,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,128.0,UNK,,Foreign,16-09-1998,128.0,0.0,1.0
20001213X27089,Accident,LAX89LA008B,1988-10-04,"VISALIA, CA",United States,,,2Q1,GREEN ACRES,Non-Fatal,Substantial,,N5000V,Boeing,A75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,07-11-1989,2.0,0.0,1.0
20001213X27150,Incident,NYC89IA005,1988-10-06,"NEWARK, NJ",United States,,,EWR,NEWARK INT'L,Incident,Minor,,N118FE,Boeing,727-100,No,3.0,Turbo Jet,,SCHD,Unknown,Federal Express (dba: Federal Express Corporation),0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,11-06-1990,3.0,0.0,1.0
20001213X26991,Incident,ATL89MA012B,1988-10-12,"YARDLEY, PA",United States,,,,,Incident,,,AF 1,Boeing,707-300,No,4.0,Turbo Fan,,UNK,Unknown,,0.0,0.0,0.0,39.0,VMC,Descent,Probable Cause,16-01-1990,39.0,0.0,1.0
20001213X27107,Incident,MIA89IA012,1988-10-17,ST. THOMAS,,,,STT,CYRIL E. KING,Incident,Minor,,N706AA,Boeing,727-200,No,3.0,Turbo Fan,,SCHD,Unknown,"American Airlines, Inc.",0.0,0.0,0.0,131.0,VMC,Landing,Probable Cause,25-01-1990,131.0,0.0,1.0
20001213X27003,Incident,CHI89IA018,1988-10-24,"CHICAGO, IL",United States,,,,,Incident,Minor,,N277US,Boeing,B-727-200A,No,3.0,Turbo Fan,,SCHD,Unknown,"Northwest Airlines, Inc.",0.0,0.0,0.0,80.0,VMC,Takeoff,Probable Cause,11-06-1990,80.0,0.0,1.0
20001213X27108,Incident,MIA89IA016,1988-10-24,SAN JUAN,Puerto Rico,,,SJU,LUIS MUNOZ MARIN INTL,Incident,,,N70054,Airbus,A-300-600R,No,2.0,Turbo Fan,,SCHD,Unknown,"American Airlines, Inc.",0.0,0.0,2.0,272.0,VMC,Takeoff,Probable Cause,25-01-1990,274.0,0.0,0.9927007299270073
20001213X27351,Accident,NYC89LA072,1988-11-03,"BRIDGETOWN, Bahamas",Bahamas,,,,,Non-Fatal,,,N9674,Boeing,B-747-123,No,4.0,Turbo Fan,,SCHD,Unknown,,0.0,1.0,0.0,211.0,VMC,Cruise,Probable Cause,09-07-1990,212.0,0.0,0.9952830188679245
20001213X27252,Incident,FTW89IA016,1988-11-06,"HOUSTON, TX",United States,,,HOU,WILLIAM P HOBBY,Incident,,,N386PA,Boeing,727,No,3.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,53.0,VMC,Approach,Probable Cause,19-04-1990,53.0,0.0,1.0
20001213X27336,Incident,NYC89IA028A,1988-11-13,"BOSTON, MA",United States,,,BOS,BOSTON,Incident,Minor,,N555PE,Boeing,727-227,No,3.0,Turbo Fan,,SCHD,Unknown,"(dba: Pan Am Shuttle, Inc.)",0.0,0.0,0.0,144.0,VMC,Takeoff,Probable Cause,20-10-1992,144.0,0.0,1.0
20001213X27297,Incident,MIA89IA035,1988-11-16,"SANFORD, FL",United States,,,SFB,SANFORD,Incident,Minor,,N707MB,Boeing,707-355C,No,4.0,Turbo Fan,,,Unknown,,0.0,0.0,0.0,12.0,VMC,Landing,Probable Cause,25-01-1990,12.0,0.0,1.0
20001213X27298,Incident,MIA89IA043,1988-11-27,SAN JUAN,Puerto Rico,,,SJU,SAN JUAN,Incident,Minor,,N80057,Airbus,A-300-600,No,2.0,Turbo Fan,,SCHD,Unknown,American Airlines,0.0,0.0,14.0,262.0,VMC,Takeoff,Probable Cause,25-01-1990,276.0,0.0,0.9492753623188406
20001213X27404,Accident,DCA89WA019,1988-12-16,,Hong Kong,,,,,Non-Fatal,Substantial,,N822FT,Boeing,747-124,No,4.0,Unknown,,NSCH,,,0.0,0.0,0.0,15.0,UNK,,Foreign,06-02-1995,15.0,0.0,1.0
20001213X27403,Accident,DCA89RA014,1988-12-21,"LOCKERBIE, United Kingdom",United Kingdom,,,,,Fatal(270),Destroyed,,N739PA,Boeing,747-121,No,4.0,Turbo Fan,,SCHD,Unknown,,270.0,2.0,3.0,0.0,UNK,,Foreign,07-02-1995,275.0,0.9818181818181818,0.0
20001213X27401,Incident,DCA89IA016,1988-12-26,"MORGANTOWN, WV",United States,,,,,Incident,Minor,,N8148N,Boeing,727-25,No,3.0,Turbo Fan,,SCHD,Unknown,"Eastern Air Lines, Inc. (dba: Eastern Air Lines)",0.0,0.0,2.0,108.0,VMC,Cruise,Probable Cause,11-06-1990,110.0,0.0,0.9818181818181818
20001213X27533,Accident,ATL89LA069,1989-01-05,"SALISBURY, NC",United States,,,,PRIVATE,Non-Fatal,Substantial,,N52124,Boeing,E75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,10-06-1991,2.0,0.0,1.0
20001213X27515,Incident,ANC89IA032B,1989-01-09,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE,Incident,Minor,,7464,Boeing,747,No,4.0,Turbo Fan,,SCHD,Unknown,Korean Airlines,0.0,0.0,0.0,441.0,VMC,Taxi,Probable Cause,26-08-1992,441.0,0.0,1.0
20001213X27515,Incident,ANC89IA032A,1989-01-09,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE,Incident,Minor,,N7298U,Boeing,727-222,No,3.0,Turbo Fan,,SCHD,Unknown,(dba: United Airlines),0.0,0.0,0.0,441.0,VMC,Standing,Probable Cause,26-08-1992,441.0,0.0,1.0
20001213X27614,Accident,LAX89LA090,1989-01-18,"HUNTINGTON BCH, CA",United States,,,L16,HUNTINGTON BEACH,Non-Fatal,Substantial,,N58072,Boeing,A75,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,28-06-1991,2.0,0.0,0.5
20001213X27530,Incident,ATL89IA080,1989-01-19,"ATLANTA, GA",United States,,,,,Incident,Minor,,N509EA,Boeing,757-225,No,2.0,Turbo Fan,,SCHD,Unknown,Eastern Air Lines,0.0,0.0,0.0,111.0,VMC,Climb,Probable Cause,26-08-1992,111.0,0.0,1.0
20001213X27558,Accident,CHI89MA046,1989-01-20,"CHICAGO, IL",United States,,,ORD,O'HARE FIELD,Non-Fatal,Substantial,,N242US,Boeing,737-201,No,2.0,Turbo Fan,,SCHD,Unknown,,0.0,0.0,0.0,33.0,VMC,Takeoff,Probable Cause,30-06-1992,33.0,0.0,1.0
20001213X27565,Incident,DEN89IA067,1989-01-22,"SALT LAKE CITY, UT",United States,,,SLC,SALT LAKE CITY,Incident,Minor,,N712PC,Boeing,707-323B,No,4.0,Turbo Fan,,NSCH,Unknown,,0.0,0.0,0.0,194.0,IMC,Approach,Probable Cause,26-08-1992,194.0,0.0,1.0
20001213X27706,Accident,DCA89RA023,1989-02-08,"SANTA MARIA, Portugal",Portugal,,,,,Fatal(144),Destroyed,,N7231T,Boeing,707,No,4.0,Turbo Fan,,NSCH,Unknown,,144.0,0.0,0.0,0.0,IMC,,Foreign,06-02-1995,144.0,1.0,0.0
20001213X27707,Accident,DCA89RA025,1989-02-19,"PUCHONG MALAYSI, Malaysia",Malaysia,,,,,Fatal(4),Destroyed,,N807FT,Boeing,747-200,No,4.0,Turbo Fan,,NSCH,,,4.0,0.0,0.0,0.0,UNK,,Foreign,21-12-2005,4.0,1.0,0.0
20001213X27705,Accident,DCA89MA027,1989-02-24,"HONOLULU, HI",United States,,,,,Fatal(9),Substantial,,N4713U,Boeing,747-122,No,4.0,Turbo Fan,,SCHD,Unknown,"United Airlines (dba: United Airlines,inc.)",9.0,5.0,33.0,309.0,VMC,Climb,Probable Cause,25-06-1990,356.0,0.025280898876404494,0.8679775280898876
